Row,mkpsq,mppisq,cos_theta,phi_p,chi
436,3.7813774,1.7517757,-0.611987,2.2758458,0.4079818
437,4.1854217,1.3768881,-0.839047,2.2902922,-1.410097
438,4.4237141,1.1664001,0.2294008,-1.149878,-1.104296
439,2.4899838,3.0812547,0.1779741,1.7884838,-0.907323
440,4.3031686,1.4482439,0.3274192,1.9972097,-0.330764
441,4.1509801,1.8138500,-0.182890,2.7827122,1.3734403
442,3.6578196,1.7633242,-0.661422,-1.146987,-2.175839
443,3.8836915,1.5866840,0.1848908,2.7971449,-1.021907
444,4.3120371,1.4028220,-0.302623,0.1719284,1.8819650
445,3.5377521,2.1164304,0.9567224,2.1477168,1.2467018
446,2.2829886,3.1297401,-0.203326,-0.653518,2.9991750
447,4.1963459,1.4774345,0.5946628,-2.706916,-2.246386
448,4.1603657,1.3781072,0.0590693,-2.786233,2.5322911
449,2.3440240,3.1245455,0.6594728,2.7261549,2.7830555
450,3.6313438,1.7477575,-0.690232,3.0197938,2.2148534
451,4.2005858,1.6431983,-0.409054,2.5109874,-2.967993
452,2.8826402,2.7491151,0.8825657,-1.448768,-1.680269
453,2.7162637,2.7944932,0.7119695,-2.042805,-1.883358
454,3.1084677,2.3965062,-0.815726,-0.025417,2.4084141
455,4.0871748,1.4638251,-0.513188,1.5057602,2.5963305
456,3.5789638,1.4355111,-0.550684,-1.317124,-1.781015
457,2.9438662,2.6786854,0.2798288,-1.670588,-0.012588
458,4.2146585,1.6839998,-0.689016,-1.672377,2.0460350
459,3.8559239,1.8727919,0.2519618,-0.039559,0.3349010
460,4.0778744,1.6674570,-0.028658,0.5910686,-0.097611
461,3.2675765,1.8196286,-0.894081,-1.267804,-0.880257
462,3.9275681,1.5804431,0.9991244,1.5081099,-2.494555
463,2.4428643,2.8311207,0.0796068,0.7439622,-0.205622
464,3.5862899,1.9929864,0.6725455,0.3504613,-2.139595
465,4.2255472,1.3379619,-0.879348,1.8757459,-1.773337
466,2.7197824,1.9724045,-0.891363,0.8847864,-2.327938
467,4.3508623,1.3040738,0.0612200,-1.760453,2.9302543
468,3.0393462,2.6949529,0.5622947,-1.602275,0.6981387
469,4.3196176,1.2435283,0.9337739,1.1306436,-2.990738
470,2.5857081,2.9977223,0.3441325,0.1166145,0.4544811
471,3.7484258,2.0013310,0.3210187,-1.694983,-1.926070
472,3.2731802,2.2827035,-0.395733,2.4702929,-1.337734
473,3.3121452,1.5103413,-0.241314,-0.416612,-1.295572
474,3.4288346,1.6144673,-0.942751,-0.957215,-0.798978
475,2.7631818,2.5037459,-0.405271,2.1115776,0.4231298
476,2.6494446,1.9709736,-0.128451,-2.708887,0.6094286
477,4.1309606,1.6803932,0.7115241,-2.466787,1.1388094
478,3.5156215,1.5358512,-0.077785,-0.179915,-0.036759
479,4.3744193,1.1934844,0.7430380,-2.247612,-1.108676
480,4.3412288,1.4790028,0.5184524,-1.641270,0.5181617
481,2.8326863,1.7995969,0.6603082,-1.545259,0.0087226
482,3.6753500,1.3743618,0.4130093,0.4586890,-0.884857
483,3.6152688,2.0083040,-0.085519,-1.370907,-0.631349
484,3.1701545,2.4066224,0.2086527,0.3089839,-1.263757
485,3.2259049,1.5934912,0.0279931,2.6175243,1.8369705
486,4.2487236,1.4566047,-0.290310,-0.883922,-1.523780
487,2.4920247,3.0669531,-0.204448,-2.976817,-0.771895
488,3.4393179,1.4263089,0.4117648,0.5825105,-2.556319
489,3.6698211,1.6543841,0.4391421,-2.629606,2.0535781
490,2.2964099,3.0928027,0.7732642,-0.539647,-1.653436
491,4.4529459,1.3790771,0.7874330,-1.958579,0.8366881
492,2.5458617,3.0167727,-0.669511,3.1346454,-1.266308
493,4.0022326,1.9083224,-0.951012,-0.223646,-0.592739
494,4.0641854,1.4765296,-0.934517,0.0551727,-2.414492
495,4.1092010,1.3676976,0.5760152,-0.272133,-1.599066
496,4.1682245,1.3945691,0.6793440,-0.440590,-2.163836
497,3.1522492,2.4385601,-0.557653,-2.619496,-0.859746
498,3.3860903,1.5918269,-0.002578,0.7525280,1.9770384
499,3.8464510,1.7062004,0.1828116,0.5649621,1.0992389
500,4.1818581,1.3751057,-0.932525,-1.576540,1.1187131
501,2.6136918,2.3664952,-0.645680,2.5478139,-1.097874
502,3.1313609,2.5414309,0.1361703,-2.964922,0.1667594
503,2.2722946,3.1672536,-0.300117,-0.587098,2.9263247
504,3.1767305,1.6712358,-0.057748,-1.870204,-0.233892
505,2.9458492,2.6206605,0.3911928,2.8005349,1.6646835
506,3.8853399,1.6060172,-0.714679,1.6798431,-0.846691
507,3.3374218,2.2342892,0.6952360,-0.746947,2.4068483
508,2.3166551,2.4401306,0.2644871,-2.608078,-1.420321
509,3.0549523,2.4745722,-0.494000,-1.136568,-1.186380
510,4.2764944,1.3102917,0.8428274,2.4634808,0.5957239
511,3.3951235,1.5111257,0.8988298,2.1342314,2.9247818
512,2.9536678,2.3577125,-0.216418,-1.325323,-1.385865
513,4.0162655,1.5192778,-0.237478,2.6787352,1.2097337
514,2.8228490,2.7759660,0.9472997,-0.886382,2.8742979
515,4.2018070,1.2090466,-0.309811,1.9818309,-2.327790
516,4.0938077,1.3471506,-0.604276,2.8514805,1.113704
517,3.6410945,1.4421184,-0.101020,0.0927094,-2.357893
518,3.9778626,1.5692817,0.7037459,2.1051029,0.5092424
519,3.5383441,2.2455088,0.3179009,-0.237414,3.0875149
520,3.9972621,1.8016930,0.3902716,-0.849764,1.5974750
521,2.1253949,2.7396005,0.9546675,-1.728961,-0.582123
522,2.4862931,3.1265155,0.2159788,1.6634644,1.4135680
523,3.1444080,2.4316493,0.5509059,0.5848269,2.7225650
524,3.9074079,1.6384206,-0.157122,0.0502554,2.7247829
525,3.2741825,2.3762796,-0.352906,1.1910408,-1.850509
526,3.0718255,2.5058978,-0.739055,-0.932763,-0.380404
527,3.6953265,1.7794057,-0.609143,-1.173755,2.9377312
528,3.1363379,1.7454394,0.0509341,2.0026657,-1.449097
529,3.9903369,1.3938839,0.1412063,-1.485910,1.4789784
530,3.5616052,1.9849717,0.3498120,0.9927041,-2.756373
531,3.4847127,1.5150916,0.1540698,3.0456902,-2.709143
532,4.1721950,1.5454881,-0.402246,3.1020996,0.9983561
533,2.7610600,2.7468854,-0.416266,-0.799073,1.2337573
534,2.7573764,2.3633362,-0.909310,0.2332017,-1.381674
535,2.9278407,2.7675168,0.5644868,-0.131041,-2.552067
536,4.0570854,1.4749138,0.3288263,0.1970839,2.1048796
537,3.3672190,1.5354873,-0.938994,-0.319765,-2.973600
538,3.1518974,2.3992052,-0.902877,2.2916855,-1.876672
539,2.8471173,2.6515054,0.1561587,-1.858018,1.2711354
540,3.7686793,1.9190272,0.2973149,2.0493336,2.4825086
541,4.3617573,1.2244511,0.5819475,1.6800559,-3.015842
542,3.3459444,1.6020120,0.2490893,-2.953321,1.1779949
543,3.6976508,1.8453300,0.5822551,-2.679136,2.5689044
544,4.1529724,1.5695433,0.5702996,0.4075925,2.7069685
545,3.5358419,1.4617551,-0.182321,-0.127428,2.6623684
546,3.8080251,1.7165794,0.3032103,0.4293209,1.6135650
547,3.2636671,1.5922458,-0.984087,0.7194575,-2.518986
548,4.1535371,1.5229059,0.4526871,-0.869711,1.4618194
549,3.2203546,1.5418105,0.0675743,0.7939521,1.8083339
550,3.4394557,1.4517384,0.0407142,1.3058436,-1.756261
551,3.2211452,2.3609886,-0.733724,-0.976703,0.0589964
552,4.2779014,1.2586568,0.4672449,0.1406120,-0.106246
553,2.5717001,2.9779747,0.4167460,-2.725031,3.1100462
554,2.1713259,2.6623336,-0.997359,1.9841202,0.8542059
555,2.2662246,2.3975780,-0.549121,-2.365763,-3.098903
556,3.9276357,1.8049023,-0.346442,1.1312141,1.3174304
557,3.9616574,1.5948699,0.5112085,1.4149203,2.0772346
558,3.7753209,1.8829889,0.4253714,-2.948677,2.4086439
559,4.3646509,1.2471115,0.2975043,-1.645168,0.4133389
560,2.4441246,3.0823212,0.2074390,-1.697074,1.3248601
561,3.5322498,1.3980157,0.5680248,2.1361786,3.1243953
562,4.4034482,1.3343444,0.1042917,1.8099496,-1.983249
563,3.9847066,1.6489656,0.3644228,-2.140316,-0.391171
564,4.3821747,1.5360561,-0.509878,0.3389877,-2.263426
565,3.2735843,1.9538170,0.2428765,0.9922810,1.8716320
566,3.5643158,1.8961457,-0.033040,2.1653086,2.8098119
567,4.0131813,1.5969638,0.9654704,1.6846163,-1.450955
568,4.3249267,1.5076895,-0.628498,1.7553995,-1.458477
569,4.3466917,1.3904469,-0.068866,1.3170045,2.8457733
570,4.0693513,1.4892154,0.9034703,2.6888463,1.8683036
571,3.2222175,2.3496139,-0.030942,1.6395973,-1.480550
572,3.7510394,1.8101939,0.2308578,-1.335639,-1.169006
573,2.4555064,2.8968296,0.6003182,1.4698366,0.6516153
574,3.5154379,2.1509532,-0.663657,-1.047367,-0.791123
575,4.1165740,1.4289793,0.2158165,2.5669820,0.8140062
576,4.5354702,1.3252587,0.6146226,2.8904090,-1.166532
577,4.4172287,1.4431840,-0.509157,-2.380410,1.5986127
578,3.7738778,1.6552229,0.9273700,0.7103961,2.5791386
579,3.2378253,2.0424295,-0.736016,-1.011493,-2.626759
580,3.3508462,2.020137,-0.124954,1.0382541,1.5484738
581,3.2545302,1.5526259,0.9939384,-2.278739,-0.217946
582,4.2363776,1.5451297,0.0862643,-2.260187,2.1925116
583,3.3876740,2.3403648,-0.236612,-2.652230,-1.440385
584,2.3112807,2.4396918,0.2751369,1.7676055,1.2174106
585,4.0883876,1.5059709,-0.521964,0.9907903,-0.193578
586,3.0066747,2.6146317,-0.926537,0.9960379,-0.207311
587,3.5994977,2.0133666,-0.757443,0.1018922,-1.149189
588,3.9041904,1.7107574,-0.423233,2.0275385,3.0425145
589,3.8864953,1.6099558,-0.192692,-0.374653,-2.376091
590,2.5810793,2.9794093,-0.150925,0.3562975,0.7087507
591,3.6312207,1.5275022,0.6189485,-0.428203,0.1124086
592,3.3030847,2.0352879,0.0214309,2.7066539,3.0842454
593,4.1609609,1.3019357,0.6136275,-0.563234,0.4744347
594,2.7436057,2.6659632,-0.215070,-2.191587,0.3370027
595,3.4193273,1.7710044,-0.657638,2.6365056,-3.029765
596,3.0680284,1.6508205,0.2326728,2.8316502,2.7777335
597,2.3256791,3.1506411,0.2424188,1.3974485,-1.146723
598,4.3235842,1.6321493,-0.584023,1.1252811,2.3624611
599,4.0052852,1.4768901,0.0117738,-2.763885,-3.019172
600,2.3788139,2.9881485,0.7009408,-0.640928,-0.238231
601,2.6310966,2.9084386,0.3652546,-1.915814,3.0413429
602,2.8977673,1.7847888,-0.564191,-0.726423,-2.199715
603,2.7702347,1.8327398,0.9180762,1.6616689,2.5776173
604,3.9793177,1.8697479,0.0209859,0.3520681,0.5958705
605,3.1734861,2.0584104,0.2265441,0.9789619,2.2826748
606,3.5531597,1.6392030,0.4454921,-1.384116,-0.449427
607,2.9705932,2.1762306,-0.266277,2.3174788,1.3030455
608,2.3168833,3.0763138,-0.963602,2.4074713,3.0757740
609,3.5525041,2.0362868,0.2787186,-0.293180,2.6555722
610,3.8334647,1.4341189,0.6430895,-2.315450,-1.938908
611,3.9860026,1.5971191,0.3384093,2.1061084,-0.258670
612,3.7136297,1.5285856,0.7076731,-1.882237,-0.425094
613,2.9101616,2.5990582,0.9045020,-2.463546,-0.011606
614,3.0312680,1.6385516,-0.840844,0.3517851,0.6311373
615,3.1355643,2.4341122,0.4119457,1.3930207,-2.146164
616,2.2895205,3.1414393,0.0873260,3.0680722,-2.940761
617,3.7661819,1.3508733,-0.213002,3.0541602,-3.097742
618,3.4028522,1.5238786,0.1305014,2.2169074,-0.499363
619,3.0711907,2.5337052,0.5315368,0.3080169,2.6010333
620,3.1659691,2.4748082,-0.668808,-1.552562,-1.853140
621,4.4627363,1.1946467,-0.456175,-2.026959,-2.894340
622,2.2848218,3.2088867,-0.323103,-2.088978,-0.736293
623,3.6051179,1.4675982,-0.263270,-1.986407,-1.014777
624,3.2984790,1.5849347,0.6653458,1.5459973,2.2927640
625,4.0521458,1.5947179,-0.700626,-1.649286,-0.887256
626,3.4805338,2.0763979,0.6052914,-2.750231,-1.082545
627,3.8043047,1.8105682,-0.326071,0.7924412,2.6941645
628,2.5503348,3.0308147,0.6486090,-1.622215,2.5195094
629,2.4776218,2.5511811,0.5123805,-2.466525,2.7758159
630,3.2406389,1.7404363,-0.270029,1.0203053,-0.631761
631,4.2767657,1.4513565,-0.131375,1.2458663,-1.565617
632,3.5457076,1.7624483,0.4933781,1.3932370,2.3117465
633,3.6359748,1.9956351,-0.261976,2.3064712,0.7949492
634,4.2311942,1.3845112,-0.424515,1.7780259,-2.662295
635,2.3102995,3.0811102,-0.833279,-2.327553,2.8647645
636,4.3713881,1.5526738,-0.234733,0.3625032,1.1206404
637,4.4120524,1.1676316,-0.178625,0.2471763,0.4765963
638,2.7198853,2.5638474,0.1007448,-2.096730,-2.039572
639,4.0693707,1.5459642,-0.536900,-2.227955,1.6383221
640,4.3986454,1.4652882,-0.845538,-1.174768,1.3245022
641,3.6076221,1.7362819,-0.306812,2.1180265,2.8196901
642,4.0471203,1.6789096,0.7798228,1.1895755,-1.800505
643,3.1238696,1.6228593,0.4097569,-1.061414,-0.488174
644,3.9219082,1.6314381,-0.252109,-1.672914,1.1359893
645,4.3226709,1.5345103,0.3117127,1.9615775,-1.034002
646,4.3742434,1.3433716,-0.199898,1.7965888,1.4826269
647,2.2634453,3.1260062,0.0567570,-0.006933,-1.194588
648,4.1155385,1.4170704,-0.345571,-2.973241,2.9586226
649,3.3195764,2.2671301,-0.219695,-0.941751,-2.854038
650,3.9929137,1.6379185,0.6990631,2.6829638,-0.372130
651,4.1028194,1.4827237,-0.146737,-0.266024,3.0069276
652,3.8153803,1.8052977,0.4203582,-1.618003,-2.266622
653,3.2727972,2.3096335,-0.341577,1.9273904,-1.707247
654,2.7092560,2.8066191,0.8294859,-0.174022,2.9744769
655,4.4906627,1.4151766,0.7690010,1.9698630,-0.832056
656,3.9236024,1.7958816,-0.382650,2.7316914,1.5816853
657,3.3485207,2.2957271,-0.631516,2.8955403,0.1665007
658,3.3327864,1.6781240,-0.777799,1.4750079,-2.877886
659,3.8827122,1.6501372,0.8036527,-2.500337,0.8573552
660,3.7856917,1.3917066,0.6493049,-0.078141,1.9780824
661,4.1289339,1.6617746,0.0946231,-2.574273,-2.457266
662,2.9024022,2.7061307,-0.062711,-0.687826,-2.531679
663,2.4517866,2.5093652,-0.043576,-3.114635,-0.703441
664,3.9750504,1.3978042,0.7786429,-2.418781,1.2036790
665,3.9274281,1.4728756,-0.164863,0.0055613,-1.334004
666,3.2339943,1.5837922,0.3311821,1.2540756,0.7585093
667,4.2050269,1.4846597,0.0638515,-1.191881,0.5833976
668,4.5177182,1.3386386,0.8082403,-0.532591,-2.024680
669,4.2621184,1.4955403,-0.531437,0.5100855,-2.166089
670,2.5806672,3.0202979,-0.060377,0.6088284,2.2557406
671,3.1925277,1.8964616,0.6561918,3.0099658,-1.600188
672,2.2942998,2.7578632,-0.451124,-2.787718,2.6861065
673,3.0349555,1.6421945,0.9493968,-1.890183,1.1056200
674,3.6459454,1.9241498,0.0674803,1.2621044,-0.461077
675,3.6882332,2.2367609,0.1879688,1.4846546,0.3285932
676,4.3473872,1.5472512,-0.121213,-0.258045,0.9292826
677,4.0362142,1.5317453,0.2667758,0.2591720,-2.247264
678,3.7227579,1.7828709,0.5166097,1.8979667,-2.132412
679,4.3212708,1.5498299,-0.725116,-1.438031,3.0533910
680,4.2360542,1.3713276,-0.401563,-0.772935,-2.537790
681,3.3520876,2.2788330,0.6835591,-1.901278,-1.505534
682,3.0797354,2.4257837,-0.412004,0.1194489,-2.498461
683,3.6378570,1.9440543,-0.692467,-1.178148,0.7898922
684,3.8959565,1.8250888,0.1922219,-1.756837,0.9553976
685,3.9280209,1.4498772,-0.251815,0.5242265,2.9658891
686,3.3392598,1.5152330,-0.799577,2.4095280,1.3730548
687,3.9986860,1.6397620,0.0579827,-0.965025,-1.195976
688,2.9968184,2.1202472,0.7288621,1.7262949,1.9044681
689,4.2031902,1.3460046,-0.734080,-2.669541,-1.554772
690,3.3531150,2.3898287,-0.613453,-2.061434,0.4784458
691,3.8702220,1.6427606,-0.398554,-2.648859,-2.727465
692,3.0690735,1.8799253,0.3271879,-2.806600,-1.246614
693,2.3954392,2.2018153,-0.529248,1.4110810,-2.603919
694,2.9322818,1.8739018,-0.081517,-0.019673,-1.149196
695,3.2721998,1.5312965,0.3423848,1.2099862,3.1259232
696,2.9041164,2.6449129,-0.126348,1.0703647,1.6231830
697,3.9712906,1.9840002,-0.344172,-0.108015,-2.852634
698,4.3869518,1.4829198,-0.815576,1.2265286,-2.599256
699,4.4438,1.4863742,0.9386165,1.9786564,0.7829585
700,2.3385564,3.1602515,0.6438961,1.6277502,0.1855388
701,2.8343723,2.7062956,0.4366911,1.8254642,1.5592948
702,4.0275733,1.6292933,0.5895648,2.2268309,-1.908193
703,2.8059891,2.8112520,-0.968060,-0.058791,2.7218508
704,4.2646196,1.545687,-0.258098,2.3608913,-2.701448
705,3.2995641,1.5188541,0.6110059,-1.956382,1.1785988
706,3.5408763,1.6318260,-0.119879,1.9948900,-1.783189
707,4.4717518,1.4327844,-0.911375,-1.483631,-1.446135
708,2.7129274,2.9712759,-0.657577,-1.168667,1.65536
709,4.4152332,1.5364508,0.2057000,-2.988023,1.7964177
710,2.3040233,2.4405175,0.0437896,1.5266420,-0.450029
711,2.3046596,3.0301686,-0.662768,-1.643972,-1.929396
712,3.5618107,1.5071984,0.0784702,1.3918893,-0.474814
713,3.4404554,1.6834443,-0.686365,-1.581204,0.8700690
714,3.0495177,2.6722969,0.7783852,0.1327966,0.1474585
715,4.2425846,1.3521346,0.4224524,0.9819226,2.4640212
716,2.7607899,2.0973911,-0.505243,-1.044015,2.6979776
717,4.4665422,1.2518903,-0.680429,2.3119475,2.0797614
718,2.6600243,2.4108605,-0.497792,3.1275374,2.5628688
719,3.0267906,2.5974029,0.8132079,1.4229890,1.7135412
720,3.8266278,1.7355970,-0.229479,-2.803116,1.1689257
721,4.3613432,1.4686966,-0.022670,0.2902991,2.1178252
722,2.6454628,2.9878986,0.7936308,0.5895618,-1.030724
723,4.2275137,1.3371273,-0.654052,-1.906772,2.0617876
724,2.2897870,2.9580630,0.5736721,3.0366205,2.0800165
725,4.030066,1.5766118,0.8107137,0.4768521,0.3967019
726,4.0351949,1.7939887,0.7014543,2.6691174,1.9612483
727,2.6700014,2.8797447,0.2363926,1.9880493,0.8992004
728,3.3483231,1.5103231,-0.205253,-1.446678,2.2020677
729,3.1199765,1.6162317,0.9493254,2.8553442,-2.567082
730,4.1993132,1.3793804,0.0922118,-0.415646,0.6061038
731,4.5516512,1.3471029,0.6390205,-2.852265,2.1877890
732,4.1112433,1.4464411,0.9517546,-2.125713,-2.999330
733,3.9292357,1.7538918,0.9065887,2.6599726,-1.085557
734,2.4162131,3.1263775,0.5145900,0.8804526,-2.804991
735,3.9680229,1.7330784,-0.604651,-3.052407,2.4058932
736,4.0802090,1.5073459,0.4693791,2.0788464,2.7124041
737,3.9904268,1.9365705,0.2386964,2.1329320,-1.950058
738,4.1023040,1.4771514,0.6463674,-2.635063,2.8892246
739,4.0222646,1.41762,-0.705255,-2.967888,-2.588444
740,3.8762064,1.6364209,-0.531564,2.50241,1.4065148
741,4.4443426,1.2289436,-0.416758,1.2959849,-1.156121
742,4.0542218,1.5346283,-0.166522,1.0748198,1.5467747
743,3.9955147,1.4693428,-0.605378,-1.223153,-2.621756
744,3.2750949,2.28056,0.8991259,1.2611966,0.5480915
745,3.8881603,1.7119196,0.2192172,-0.950112,2.8605938
746,4.3155705,1.5347025,-0.320937,1.8368315,-1.957116
747,4.1872493,1.7257914,0.8843166,2.9782550,0.0595769
748,2.9786967,2.5640608,-0.144658,1.6238716,2.0523541
749,3.9197352,1.7438107,0.4705972,1.4701314,-1.006023
750,4.0447870,1.4759402,-0.325097,1.8572000,3.1054056
751,3.7133742,1.3483342,-0.363817,0.9573553,2.3653685
752,4.244981,1.6976832,0.5943349,-1.427867,-2.678951
753,3.3450121,2.1545226,-0.786692,-0.615571,2.7847226
754,4.1089423,1.4578724,0.6322952,3.0634923,2.1377434
755,4.1803883,1.3714621,0.3536834,2.5622586,-1.098778
756,3.1826841,1.6238124,0.1690022,-0.792479,-2.146245
757,3.9530028,1.6119393,-0.945012,-0.849422,-1.855244
758,3.7019359,1.8812905,0.0990825,1.0026620,-2.102445
759,3.0203449,2.0750104,0.0044301,1.1929168,1.3729679
760,3.4831135,1.5273045,-0.134074,2.5272129,-0.337804
761,2.9465717,2.6359297,0.6718796,2.1433845,0.2326801
762,2.8915070,1.8295007,-0.067576,3.1047529,-2.717796
763,3.9941022,1.5592100,-0.152245,-0.127130,-0.375967
764,3.6614014,2.0251792,-0.082327,1.5032007,-1.234377
765,3.2925084,2.2645247,0.9177510,-2.613574,2.3607047
766,3.2504006,1.7149711,0.8043525,3.0279347,2.1120926
767,3.3453989,2.1927770,-0.290933,-1.444721,2.2256386
768,4.2379489,1.3583808,-0.520445,1.1965426,-1.066244
769,3.9644876,1.4405280,-0.570449,-1.684583,0.1974282
770,3.8689367,1.6312055,0.9179818,-0.620340,-2.072378
771,3.7541072,1.542549,0.2554302,2.2786717,-1.291366
772,3.6035108,2.0527540,-0.519731,1.0058702,0.5873465
773,3.3215840,1.8593013,0.4389136,-2.855572,-2.685758
774,3.3841261,2.2407144,0.8105791,1.6932445,2.6260433
775,4.5050853,1.4196425,0.9473015,2.8727213,-0.410505
776,3.9048364,1.6178124,-0.665638,0.8534304,1.7480481
777,4.1520963,1.4567073,-0.689128,-0.587147,2.7795149
778,2.8564798,2.7479136,0.1426021,1.0617900,-0.925045
779,3.4462549,1.5634989,-0.975737,0.1045141,-0.294155
780,2.7561292,2.8310015,0.6295667,1.6816933,-0.689592
781,4.4074774,1.4940082,0.0039842,3.0080837,1.2241501
782,2.8099806,2.8820024,-0.945999,-3.016453,-0.509206
783,3.8098800,1.8729995,-0.494681,2.1855463,-2.816572
784,3.9926336,1.5823530,-0.999827,-2.738824,-1.515465
785,2.8947231,2.6557387,0.1167407,-3.022824,1.7068000
786,2.9819120,2.5609058,0.4671879,-2.482926,1.9539680
787,3.2477267,1.7330515,0.7865218,-2.956641,1.5426161
788,4.2112325,1.3652345,0.2263639,0.4088070,-0.214396
789,4.1242455,1.5080268,-0.118850,-2.413963,0.5302087
790,4.3636062,1.2196792,-0.225375,1.8319486,-1.960652
791,2.6325469,2.9796133,-0.906528,-0.416380,0.4061911
792,2.9391048,2.4652106,0.0136348,-1.039871,-0.651098
793,3.737506,1.4432512,-0.885727,-1.145047,2.6442695
794,2.6353785,2.9166816,0.4862653,-1.854869,-0.352642
795,4.1951343,1.7696719,-0.635204,2.2809239,1.6976767
796,2.5681655,2.9534797,0.8281476,-1.426521,3.0390020
797,4.2721743,1.5166543,0.8589998,1.9468713,2.2563336
798,2.7603968,2.9293053,0.4398852,2.7364148,-2.501374
799,3.4862800,1.5136966,0.8770433,1.2936485,-2.344209
800,4.3949485,1.3876171,0.7631519,1.7949442,-0.746653
801,3.0242094,1.6429053,-0.418805,-2.236068,-0.542045
802,3.6536998,2.0109090,0.5253974,1.4099751,0.6989124
803,4.3505611,1.5396558,-0.843934,0.6880398,-0.716170
804,4.5237379,1.3309379,-0.389775,-2.969231,0.6826230
805,2.2942021,2.6657316,0.0272732,2.5258112,-3.033568
806,3.1441708,1.5995583,0.5377291,1.3887321,1.5584913
807,4.4679254,1.2665927,0.6206865,0.8226528,-2.104026
808,3.2001047,1.6091955,-0.377770,-2.926755,-0.319489
809,3.4354288,2.2352321,-0.041204,1.8392543,2.4895922
810,2.9114046,2.7653886,-0.550455,0.1474334,2.7536348
811,3.5933453,1.5158032,-0.535559,-2.955731,2.7203624
812,3.6653811,1.4725624,0.5033721,-2.923913,-1.986456
813,3.3204907,2.2155796,-0.410567,-2.407012,-2.520925
814,3.4202689,1.7873107,-0.651791,-0.686135,0.6982250
815,4.0505301,1.4425963,0.3683360,1.9480809,1.0837914
816,3.4119746,2.2950039,-0.357602,0.4144137,-0.082119
817,3.3575976,1.4837312,0.7728774,-2.723999,-1.497477
818,4.1910482,1.5210659,0.3361058,-1.859467,-2.707290
819,3.1344443,2.1524580,0.8043511,-0.247034,1.3318256
820,3.3074776,2.2111050,-0.482072,2.0694946,1.1092376
821,3.4092548,1.5100513,0.6020168,2.8421857,-2.017131
822,2.3770018,3.1567763,-0.281751,-3.037351,2.6384706
823,3.6883850,1.4522888,0.2720775,3.0362045,2.1361418
824,3.2842422,1.5473478,-0.850978,0.2447795,2.4783235
825,2.2823504,2.3678847,-0.941124,2.7836871,-0.476485
826,3.4779025,1.5232357,0.1578490,-1.741138,2.2609421
827,4.1996300,1.5492757,-0.260490,-2.092994,-1.944366
828,4.3909971,1.5158830,-0.309554,-0.479041,-2.108047
829,3.1181594,2.3493139,-0.311234,2.3557117,-2.618267
830,4.3589333,1.3721085,0.8850110,1.234156,2.4609680
831,4.1751954,1.3400136,-0.534001,-1.506060,1.0115330
832,2.6160459,2.4751425,-0.792801,-0.164040,1.0789987
833,2.8206071,2.7633305,0.5664222,3.0178509,-0.490620
834,3.1933262,2.4054123,-0.941601,-3.120209,-3.094467
835,3.6862637,1.7892085,-0.950351,-0.723440,2.9437436
