Row,mkpsq,mppisq,cos_theta,phi_p,chi
1832,4.3305600,1.4755567,0.2304766,1.8950759,-2.510468
1833,3.9836175,1.5976181,-0.705564,3.0672861,2.6660798
1834,2.2893812,2.4108294,-0.465181,1.1064642,-2.190086
1835,3.0561852,1.7505964,-0.262269,-2.136988,-2.775104
1836,3.5174739,2.0235211,0.3071906,1.2199442,-0.919593
1837,3.3825092,1.4743246,-0.245949,0.3616905,0.3544463
1838,3.5771027,1.6318395,-0.988752,1.5926746,1.8354873
1839,2.2261532,2.5361847,-0.719995,-0.617154,-0.959219
1840,4.3129515,1.2128027,0.7753492,-0.000768,-0.775518
1841,3.6691066,1.4327865,0.7790275,-1.827071,-1.994846
1842,2.2899878,2.8278002,0.6816452,1.9257961,2.7713681
1843,2.486877,2.6685314,-0.811673,1.6678384,-0.167232
1844,4.2806809,1.2249403,-0.612639,0.3612843,2.9874701
1845,3.2747692,2.1427739,-0.442044,-1.137559,-3.022810
1846,3.8664054,1.7800336,0.9611387,1.7027216,-1.783566
1847,3.1799882,2.3979075,-0.284997,0.1259358,-2.218779
1848,4.1694163,1.3821578,0.9172226,-3.072432,3.1204203
1849,4.3190880,1.1744034,-0.616359,1.2096102,1.1639392
1850,3.4290822,2.3437061,0.1691977,-1.943959,0.9361217
1851,4.1791122,1.3927817,0.3306439,-1.782298,2.0578301
1852,3.2844275,1.6804174,-0.896103,-0.342678,2.2854696
1853,3.3299933,1.553339,-0.488428,-0.211887,0.2323609
1854,2.3002998,3.0821282,0.0610524,-0.078217,-2.517708
1855,2.4972513,3.0422150,-0.812150,-1.159015,0.9542151
1856,3.3409690,2.2563947,-0.255396,-2.109375,-2.737104
1857,3.3183132,1.5133516,0.9418842,2.1654133,-2.124115
1858,2.2946218,2.3994771,-0.248288,2.4179938,1.5982390
1859,3.3189272,1.5338626,-0.077507,0.6268260,2.5610888
1860,2.2861354,3.1806196,-0.699494,0.4632113,1.2503972
1861,4.2535458,1.326157,0.2659927,-1.418690,2.4093138
1862,3.2700483,1.5571846,-0.247954,-1.353689,-2.246960
1863,3.0027766,2.5368885,-0.486355,-2.713270,-1.458400
1864,3.5781534,1.6182201,0.1638291,0.9607916,-1.216314
1865,4.2337124,1.3309948,-0.655463,2.0168445,-0.562004
1866,4.0422163,1.5413769,-0.633345,-1.035065,2.9044985
1867,2.2864937,2.9145656,0.2286686,2.9513798,2.9067309
1868,3.1154123,2.4140608,0.3231569,1.7554846,3.0605431
1869,4.0347953,1.4497163,0.0493755,-1.487148,-1.950862
1870,2.2725475,3.2012312,0.9299484,3.0979925,-1.781387
1871,3.4973476,2.0722093,0.2917868,-2.499002,-0.238272
1872,3.5925387,1.5180541,-0.595066,-1.096002,2.4402658
1873,3.1568483,1.6578375,0.2294522,0.6060158,1.1538750
1874,3.6319874,1.7001393,-0.089427,0.5417081,-1.445136
1875,2.1979254,3.0937820,-0.360045,1.2569118,-1.578974
1876,3.1497828,1.6466591,0.2437530,-0.604981,-2.782334
1877,4.4034707,1.4687695,-0.861967,-0.781460,-1.033512
1878,4.3365738,1.5782127,0.1413206,2.0638338,-2.527032
1879,3.2254130,2.3914041,0.4035444,1.3171668,1.6740143
1880,2.6680073,1.9538839,0.7855103,-2.648383,-2.107119
1881,3.9631424,1.4957202,0.4299116,2.3455283,-0.508448
1882,4.0139534,1.9269132,-0.742081,0.4894280,1.5095422
1883,2.6936459,2.8440190,-0.747872,-2.159595,2.5881657
1884,3.6826361,1.8945687,-0.181925,-2.511841,3.0712234
1885,3.3427577,2.2065052,-0.973556,3.0635621,1.0029690
1886,3.3209433,1.6126867,-0.914198,1.7199782,-0.027175
1887,4.3428312,1.6007244,0.9464777,2.1383747,-2.982662
1888,3.4123190,1.4507074,-0.941298,-1.294160,0.7509834
1889,3.4359530,1.6556275,-0.947167,0.2279777,0.4005728
1890,3.9843164,1.4842685,0.2065645,0.6750211,-0.602870
1891,4.0223650,1.7930683,-0.582356,0.1692408,-0.465121
1892,2.9780379,1.7971315,0.3034477,1.8071162,-0.679131
1893,3.0204164,1.7220012,0.6133056,1.6164297,1.0731976
1894,2.760583,2.9296088,-0.017848,0.5409641,-0.216009
1895,3.7963987,1.6543094,0.0514200,2.2621602,1.8036881
1896,4.2467190,1.5899627,0.1806182,-0.181695,0.8064666
1897,4.4117448,1.5079094,-0.479196,3.0756503,-0.967774
1898,3.7464349,1.5434185,0.7278170,0.8069848,2.5609170
1899,4.4198210,1.4279862,0.5315384,0.2706364,0.1306662
1900,3.0555136,2.1813799,0.2984594,-1.278178,-2.396842
1901,3.1009619,2.6085366,0.7717517,1.4659335,-2.018806
1902,4.2310790,1.2284603,0.6419602,1.1396026,0.1245663
1903,2.3118498,3.0337221,0.3978579,-1.809829,-0.287334
1904,3.383812,2.1811965,0.0763820,2.2403807,2.5481926
1905,4.3036893,1.5745103,0.8655429,-2.246200,0.8599010
1906,2.6994209,3.0160948,0.9719061,2.9211668,-2.961486
1907,3.9687354,1.5359095,-0.298169,-1.861576,-1.693444
1908,4.1329126,1.6027703,0.7288689,-2.726250,-0.185332
1909,2.3142598,2.2899420,-0.945499,2.3665339,2.6833722
1910,3.6908184,1.9663751,0.8464832,0.6625411,0.0663883
1911,3.3718568,1.5507352,-0.256533,-3.068685,2.9082155
1912,3.3612941,2.3119746,-0.842657,-2.514624,1.8769433
1913,3.0703928,2.4864402,0.0856812,-0.459226,0.0249382
1914,4.4431050,1.4581096,0.0183016,2.9579460,-2.094898
1915,2.9041693,2.0496412,-0.339263,-2.584898,-1.077705
1916,3.3423626,1.6008599,-0.238881,-0.308376,0.0144791
1917,3.6501573,1.8726810,0.2729530,0.0770172,1.5117970
1918,3.3740158,1.648761,0.0931827,-1.605952,-2.292506
1919,2.5383738,2.9937794,-0.483408,-1.940413,2.0724766
1920,3.2657513,1.9172318,0.8771388,3.0286627,-2.162370
1921,3.3905496,2.2496567,-0.064894,0.1810560,-0.110137
1922,3.8698077,1.7814381,0.4795692,-0.008796,2.9783483
1923,2.8043706,2.6419504,-0.954460,-2.083742,-0.921152
1924,4.1572535,1.4177289,0.7652834,0.2775225,0.8684783
1925,3.7973624,1.3173562,0.6072673,3.1126554,0.6958478
1926,3.3718729,2.1202427,-0.857753,2.1070609,2.4463733
1927,3.7593179,1.8048844,0.5058377,0.5576426,-2.652418
1928,4.2799868,1.5071890,0.0598233,2.5683867,-0.228421
1929,3.8162277,1.8089144,0.5752487,1.9666704,2.0921586
1930,3.8318897,1.7174620,-0.614365,3.0683081,1.4442865
1931,3.0866789,2.4515734,-0.058676,2.3637930,1.3556094
1932,4.2009861,1.4296471,0.2266069,2.1158226,-1.679439
1933,2.6966129,2.8269397,-0.556357,-0.562147,2.210442
1934,3.4698547,1.5031557,-0.563795,-0.412678,-0.252422
1935,3.4701324,1.5039915,-0.309765,-0.328670,2.6755000
1936,3.8145663,1.3841768,-0.316640,2.1841123,-0.869794
1937,3.2810947,2.33583,0.2197122,-1.301121,-3.062088
1938,3.7923752,1.4910021,-0.272271,0.4350527,1.7055477
1939,3.9227474,1.5803599,-0.575712,0.3927771,2.2784737
1940,3.3533732,2.0657418,-0.964646,-0.683033,1.6897274
1941,4.0396456,1.5263931,-0.245870,-0.278427,0.5853436
1942,3.3734168,1.5067948,-0.476565,1.7300003,2.3728259
1943,4.2055929,1.5151874,-0.124559,-1.284858,-0.112707
1944,3.5209799,1.4370304,0.3551720,0.6493385,0.7442596
1945,3.6938598,1.5006809,-0.762634,1.3943575,-0.607584
1946,2.5538306,3.0754746,-0.968819,-1.245459,-0.434483
1947,2.2879860,2.7540531,-0.951234,0.1958034,-0.498504
1948,3.0974081,1.7251307,0.1130786,1.5638120,-0.758215
1949,3.7015332,1.7451423,0.2353680,-0.879542,0.4682628
1950,4.1213394,1.4069428,0.8409014,1.6440006,-2.179496
1951,3.0018393,2.5680460,0.3801245,-2.574094,-1.739212
1952,3.4299047,1.5932591,-0.838941,2.3499662,-2.422067
1953,3.513395,1.5314965,-0.814391,-1.677158,1.8086278
1954,4.1374974,1.2436614,0.2943466,-0.735619,-0.468452
1955,2.9396617,2.5808597,-0.666549,2.1992919,1.0166595
1956,2.8129683,2.6893261,-0.363619,-2.312855,-1.623699
1957,3.8272632,2.0876156,-0.961819,-1.693251,2.7325251
1958,3.0846287,2.4511392,-0.764831,-2.150974,-0.366967
1959,3.9221785,1.5344651,0.2801721,1.8609481,0.2198741
1960,3.7432139,1.7557041,0.9251930,-1.726499,1.4357491
1961,2.7185758,2.8327331,-0.283888,2.4597406,-2.042258
1962,4.0614696,1.7010255,-0.582782,2.9014340,-2.437672
1963,2.3279153,3.0632647,0.6760937,2.5534996,-2.408979
1964,4.1185916,1.6115212,-0.319275,3.0101808,-0.613477
1965,4.1228254,1.4881422,-0.085877,-1.446303,-2.590513
1966,2.3063189,3.0597016,0.1347225,1.5790958,-0.630305
1967,2.3430839,3.1880820,0.8871571,2.3882545,2.3378734
1968,4.3119343,1.5710910,-0.833746,-0.902614,-1.136553
1969,3.6541768,1.6249024,0.7739084,-1.003101,2.9327886
1970,3.7761523,1.3882493,0.8677701,1.9961988,0.0025705
1971,4.0360815,1.4824627,0.9486231,-0.110150,-1.391477
1972,2.4020737,3.1385182,-0.695057,1.0234555,-2.360979
1973,4.0627274,1.5874624,-0.909189,2.1529728,0.5428526
1974,4.1997455,1.7060325,0.0042530,0.8245598,1.6617224
1975,2.9317270,2.4931397,-0.896401,-2.565747,1.3259219
1976,3.5041525,1.6134346,-0.183861,2.4781398,-2.543294
1977,4.3381887,1.5276098,0.5564193,1.0584884,1.5323237
1978,3.4180889,2.1536903,-0.466539,3.0190283,1.7439371
1979,3.2830135,2.2320230,-0.617112,1.4424213,1.9664039
1980,4.1838918,1.5086923,0.8656100,0.9532913,2.7060329
1981,2.8310428,2.8195163,-0.122879,1.8760349,1.6829384
1982,3.6937573,1.4451435,-0.539621,0.6715231,-0.758518
1983,3.3634006,2.1960731,-0.588132,-1.793218,-1.945046
1984,3.8790871,1.7240114,-0.460816,-3.134592,0.9149473
1985,3.5128235,1.6467273,0.7972637,1.0282600,1.4968648
1986,4.2308778,1.3960610,-0.783750,2.0778262,2.7352206
1987,4.3704350,1.4346745,0.6580174,1.2821598,-0.272968
1988,2.3681698,3.1163900,0.8127093,-3.009143,0.6838420
1989,3.6521149,1.3927916,-0.119972,1.4589872,1.9920922
1990,4.3336704,1.2270764,0.1611854,-2.247220,2.5315784
1991,2.2994321,3.1272104,0.5008411,-1.483702,1.93527
1992,2.9746535,1.6823468,-0.086725,-1.179296,-0.137721
1993,4.1543607,1.4518541,-0.483634,-0.795370,-1.967395
1994,2.9910044,1.7827055,-0.173054,1.8003003,2.4498783
1995,4.3472397,1.3556691,0.4520282,-1.051348,0.4391226
1996,4.3342229,1.2873830,0.6178667,0.5701427,-2.251678
1997,3.3160361,1.5695191,-0.271070,0.8716305,2.5924809
1998,3.1847099,1.6256307,0.5300742,-1.180278,-1.329745
1999,2.9899564,2.2250807,-0.905834,0.4974932,-0.039873
2000,2.3049035,2.4401356,-0.496033,2.9629659,2.7897357
2001,4.2493823,1.2252081,-0.936639,1.0451979,-0.343333
2002,2.8052152,2.1799152,-0.509000,-2.845832,2.7634746
2003,3.4827927,2.0167036,-0.649075,0.3717681,-0.343495
2004,3.2892042,2.3048861,-0.747029,1.6247148,-0.890386
2005,3.6417911,1.5631001,-0.097892,0.6561143,0.4037224
2006,3.3582705,2.2707114,-0.990519,-0.937218,2.9598456
2007,4.3069618,1.5271117,0.4411435,3.0343049,2.2755397
2008,4.0983921,1.6454869,-0.225986,-2.634408,2.8787785
2009,2.6268237,2.9373872,0.1553134,-0.197409,1.7541561
2010,3.2721588,1.5060658,-0.285934,-0.871266,-0.027654
2011,3.2685114,1.5555138,-0.523170,-2.215821,-2.882478
2012,3.3190552,2.0539156,-0.179922,-1.973868,2.4386723
2013,4.4158494,1.3934121,-0.342897,-2.924754,1.8510008
2014,4.4278140,1.1659147,-0.465453,-1.845744,0.6550912
2015,2.7088170,1.9399218,0.6522355,-2.469037,-0.992934
2016,3.7633713,1.8157383,-0.029079,-2.934038,2.0904231
2017,3.4138829,1.4780563,-0.077591,-0.139556,-1.082236
2018,4.4832580,1.3147283,-0.555226,-0.441013,-2.932757
2019,3.2489227,2.0272220,0.2046173,-1.159625,-0.697101
2020,2.2750963,3.1778943,0.6809996,2.4290773,2.1594577
2021,3.0739895,1.7321637,-0.454073,-1.537181,2.6383650
2022,4.3475133,1.230794,-0.167591,0.0030677,-0.132482
2023,3.5931326,1.5086934,0.5841452,-2.325984,-1.562657
2024,4.2572953,1.3624836,0.6502160,0.7732520,-2.157599
2025,4.3658735,1.5696405,-0.002056,2.3219311,-2.630781
2026,2.7789177,2.7549096,-0.668640,0.4011187,-1.877730
2027,3.3195075,1.6128855,0.0169528,0.8741970,3.1011909
2028,2.3014672,3.0551554,-0.449289,3.1062100,-0.220501
2029,3.7536716,1.6719853,0.4172716,-2.576791,-2.453697
2030,2.8507927,2.0227700,0.3061310,-2.959943,1.8313953
2031,2.5474584,3.0634084,-0.304418,2.9069470,-0.357899
2032,3.3940785,1.6898578,0.0997872,-1.059015,2.2822891
2033,4.022458,1.6394614,0.0291940,2.8976617,-2.026033
2034,3.2267876,1.8198844,0.5436878,2.1344900,1.7328559
2035,2.7316124,1.8920443,-0.692844,-2.356159,1.3317093
2036,2.6460827,2.8984743,-0.365830,-1.554696,-2.788064
2037,2.6636032,2.789182,0.9945078,0.6083240,0.4497393
2038,3.2144891,1.5731886,0.4133163,2.4779662,0.8645958
2039,2.7600834,2.0077930,-0.968919,-1.118203,-1.069129
2040,3.3295928,1.5037832,0.9820415,1.3741841,2.1800142
2041,2.7999941,2.0628802,-0.253695,1.6702462,1.4594801
2042,4.1613969,1.2123357,0.4587133,2.3108871,-2.373350
2043,3.5375032,1.8439236,0.9990232,0.3607796,-0.271196
2044,3.5031040,2.2696841,-0.060355,-0.280664,1.1926380
2045,3.9678441,1.8745418,0.3234092,1.9331329,0.6030928
2046,2.7900904,2.8074609,-0.261495,-0.448884,0.8016143
2047,3.4167947,1.4748063,-0.772330,2.5159794,0.7973285
2048,3.7846955,1.3240457,-0.914325,2.2394304,-0.688815
2049,3.9940636,1.4624555,-0.729166,-2.269938,0.9437393
2050,4.3558854,1.5445653,0.9914505,-0.055460,2.1313917
2051,3.3265563,2.1402619,-0.858557,3.1318182,-0.489329
2052,3.8167996,1.7324702,-0.545007,-1.056720,-0.436834
2053,2.6016660,2.7831241,-0.075804,-0.349140,-1.701350
2054,3.7878530,1.6819355,-0.271898,-3.041775,-2.710578
2055,2.3187487,2.3338280,-0.709100,3.1086879,0.1969781
2056,4.0300728,1.5001466,-0.884506,-2.288665,0.4051826
2057,3.6671535,2.0890333,0.4441131,1.8866325,-2.284452
2058,2.4497694,3.1145586,-0.092835,-2.386558,1.6532507
2059,3.7393662,1.4791215,0.4564824,-1.353618,-1.088302
2060,4.1104074,1.4684669,0.9590880,1.1028950,2.7502435
2061,3.4831834,1.4442282,-0.073998,2.6599191,-0.341349
2062,4.4311114,1.3835416,-0.264287,-0.938595,0.8870334
2063,2.2509103,2.4398520,0.4644162,0.6948649,1.2794251
2064,3.4085291,1.6535537,-0.322136,0.0858793,-0.399282
2065,4.3499005,1.2250173,-0.337651,-2.535057,1.6258894
2066,2.4405446,3.0788063,-0.168775,1.0753057,1.4148963
2067,4.0542035,1.5313654,0.3597811,-1.605558,2.2368783
2068,2.7654927,2.8398267,0.0673656,-2.891144,-0.347579
2069,4.3827899,1.2016129,-0.920533,1.4499873,1.3544491
2070,3.6967767,1.4151153,0.8188437,1.9842797,-0.572199
2071,3.5353523,2.0734903,0.7479374,-1.513532,2.2063478
2072,2.4553359,3.0955589,-0.351303,2.5705902,0.4693126
2073,2.6543735,2.9062998,0.0157025,0.1566749,-1.181366
2074,3.7350569,1.8378727,-0.673225,-0.163558,-1.048293
2075,3.6769909,1.4027436,0.4811602,3.0486799,-0.300249
2076,3.6073941,1.7642583,0.8339567,2.4244440,1.0635284
2077,2.3991148,3.0756053,0.4944193,-1.299693,1.4492198
2078,2.5686383,2.2374888,-0.498463,1.1486750,-2.220868
2079,4.5045657,1.3300257,-0.674612,0.6031335,-0.374709
2080,2.6851271,2.9298210,-0.627066,0.9251282,1.9587525
2081,4.1789081,1.3513277,-0.357503,1.8170150,-0.528252
2082,3.3391131,1.5268595,-0.006248,-0.049145,-0.689055
2083,3.3958924,2.0666635,0.7031992,-0.468188,0.7705411
2084,2.8065258,2.8462170,-0.271356,-2.235880,2.0207870
2085,2.6300272,2.9080708,0.7121465,0.9276446,2.2848392
2086,3.7436917,1.3136620,0.0874196,-2.163694,2.5716639
2087,3.7664425,1.6780443,-0.756964,2.3673540,0.8390504
2088,4.2366724,1.2815435,-0.099616,1.0548301,1.2730364
2089,3.2271425,2.4704811,-0.452311,-1.209668,2.0368262
2090,4.3664758,1.4519035,0.9092026,-0.985244,3.1364011
2091,3.8772389,1.5443043,-0.298451,-0.278777,2.0435438
2092,2.8828593,2.6160788,-0.209768,2.2814528,2.9187149
2093,2.2869790,3.1914618,-0.400019,-3.136787,2.4580765
2094,2.2831006,2.8818432,-0.564028,-1.487497,-2.355643
2095,3.7297484,1.3485438,-0.867689,-2.631718,-0.384281
2096,4.2310749,1.4290428,-0.976238,1.3512018,2.9921849
2097,3.2627019,2.3281075,0.0940318,2.8519329,-3.065140
2098,3.8822591,1.6907059,-0.513616,-0.073254,-2.714454
2099,3.3905806,1.5467597,0.1569761,-1.655402,2.3044158
2100,4.2376964,1.4710019,-0.514407,-1.675807,-3.050546
2101,4.0839196,1.4758685,0.6885317,-1.745348,-1.340128
2102,3.3008350,2.3928444,0.3900013,1.3989376,-1.127172
2103,2.9196962,2.2917606,-0.524958,-1.077557,-1.480672
2104,4.1996618,1.4151678,-0.434895,2.1358578,0.9808824
2105,3.6956097,1.5329679,-0.955623,0.9982154,-0.065858
2106,3.2492555,2.2786473,-0.871856,-1.974424,-2.350683
2107,3.4382767,1.4711123,0.1548313,-2.974690,-0.620600
2108,3.4933530,1.7677969,0.6879429,1.8438352,0.4847895
2109,4.1575805,1.6474976,0.5375123,2.2541808,-0.325559
2110,3.8055228,1.7907933,0.2678316,-0.307103,2.5081626
2111,3.0326644,2.5128827,-0.990131,-1.058631,-0.744030
2112,3.5231982,1.9396500,-0.257893,-3.050946,-1.205831
2113,3.8062116,1.6562596,0.9849700,3.0256134,-2.780459
2114,2.6268779,2.7620934,0.8444313,-0.024692,-1.159714
2115,3.510142,1.8884865,0.5284728,2.6294114,2.5957037
2116,3.7776830,1.4380597,0.8956908,-1.044168,0.4333575
2117,3.3108362,2.3537498,-0.751752,3.0562285,3.0535320
2118,3.0742038,1.6240799,0.2313542,-0.733514,3.0807916
2119,3.7885241,1.6720449,-0.617442,1.7678999,1.5619182
2120,4.0000542,1.5094013,-0.762813,2.8353600,-0.112187
2121,4.1055610,1.4702499,0.3240569,3.0480706,-0.934356
2122,2.3102858,2.5195744,0.9333412,1.9897458,2.8519361
2123,4.3014957,1.4574473,0.1569524,2.4728175,-2.620899
2124,2.0689798,2.8340994,-0.569756,-0.499587,0.6802101
2125,3.6456719,1.3536518,0.6992907,1.9842451,2.9423285
2126,4.1422484,1.7247277,-0.490773,-2.023785,-2.646612
2127,4.2734206,1.2388280,-0.295965,2.0096100,2.0113013
2128,4.0096147,1.3408411,0.1631228,-1.486264,-0.788112
2129,2.3295614,2.4923607,0.7847078,2.5645890,2.4705429
2130,3.2854327,1.6417971,0.8763976,0.0567743,-0.184746
2131,2.4702631,2.3591909,0.9348031,1.1330019,-2.052738
2132,2.1954746,2.6203492,-0.732612,-0.261466,-0.309534
2133,3.7954472,1.3635428,0.2899369,0.8462380,-0.655103
2134,3.5902307,1.6491302,0.0132190,-3.064640,-1.292212
2135,2.9083852,2.6356748,0.8528076,-0.096963,-2.302209
2136,2.3246134,2.4897547,-0.649429,-2.681983,0.9860726
2137,4.5414958,1.3757180,0.0334508,2.5973732,1.8718645
2138,2.4371130,3.1468099,0.1943358,-0.198428,2.0054415
2139,4.2044767,1.3221902,0.1173872,1.2906529,1.4528577
2140,4.4403123,1.4484531,-0.206766,-2.307806,-2.805162
2141,3.4199502,1.7116101,0.2658077,1.1016286,2.2838003
2142,4.5449510,1.2958369,0.9880869,2.3024893,-2.169954
2143,2.2820422,3.1935135,0.3932144,-0.441995,-1.888989
2144,4.1774594,1.5651914,-0.630557,1.4227077,-0.442399
2145,4.1830410,1.4062827,0.2929669,2.9176794,2.9196289
2146,3.9667639,1.4573351,0.5411972,1.1436521,-1.202418
2147,3.5028385,1.5744701,0.0469412,2.0575973,-3.137539
2148,3.4149294,1.4791843,-0.072775,-2.577589,-2.088441
2149,4.0957237,1.4312212,-0.789511,-1.074025,-0.884140
2150,2.7906404,2.8383797,0.4996444,-2.971157,-1.173699
2151,2.9651901,1.6846846,-0.556760,-1.219389,0.5973349
2152,2.2715981,3.0286617,0.7754927,-0.315710,-2.570890
2153,2.4153265,3.1545294,-0.570716,2.8088987,-1.567786
2154,3.9710583,1.4698479,0.1208013,-2.921657,-1.715378
2155,4.3422768,1.2102752,-0.467079,2.0856727,2.3177006
2156,3.8728973,1.7137189,-0.031792,2.4158605,-2.697104
2157,3.0609701,2.0924234,-0.528522,1.9512866,-3.100592
2158,3.7967143,1.4494609,0.1962461,1.5404678,0.7776999
2159,3.2450279,2.2592880,0.3545714,-0.809820,-1.833174
2160,4.4941658,1.3268806,-0.103277,1.4324937,2.8245595
2161,3.7136467,1.7783379,-0.474015,2.3633702,-1.918883
2162,2.9595205,2.5236048,0.5932299,-2.285222,-0.760195
2163,2.5719963,3.0726207,0.5700738,2.4810983,2.1718634
2164,3.8024567,1.2937496,0.7327443,-1.647203,2.5288313
2165,4.3782794,1.4696515,0.2064489,-1.781610,-2.377636
2166,3.2214153,2.390756,-0.099518,1.3029437,1.2739919
2167,3.4045124,1.4769910,-0.888348,-2.704431,-3.028196
2168,3.6222302,1.9069127,0.1799267,-1.777577,1.5256564
2169,4.2962008,1.4235399,-0.605499,0.2918414,1.3933609
2170,2.3069794,2.4966046,0.1207401,2.7983242,2.5466782
2171,3.3306210,2.2416568,0.1211480,-0.968681,0.1795558
2172,2.8660340,2.7039806,-0.381651,2.1406186,-1.091699
2173,3.4063499,1.5970496,-0.550243,0.7537114,-2.054419
2174,4.2515440,1.4921358,-0.786713,-0.783116,-0.076270
2175,4.3668581,1.5464959,0.7218196,-0.277579,-1.718014
2176,3.9858046,1.4094356,-0.958131,0.3638067,1.6089228
2177,4.1920297,1.7198124,-0.556272,-0.293842,3.1410359
2178,3.947403,1.628446,-0.182673,3.0136021,-0.190612
2179,3.4695291,1.7791501,-0.013316,-0.164165,3.1358633
2180,4.2069960,1.3625405,-0.450332,-1.269141,-1.497118
2181,4.0477323,1.6265428,0.3444587,2.3416433,2.9410425
2182,3.3840537,1.4733173,0.2238531,-2.819339,0.2008259
2183,2.2035447,2.6575295,-0.027488,0.0143129,-3.034547
2184,3.6746743,1.4981142,0.1988794,1.6103770,2.3513828
2185,4.4738072,1.4370323,-0.266640,1.8176300,2.1486438
2186,4.1238413,1.3853393,-0.217626,1.7721529,-0.554698
2187,3.2322700,2.6368211,-0.071485,1.4999785,-0.092151
2188,2.2917064,2.4106703,-0.480343,2.5423840,1.2500889
2189,3.3617235,1.4923818,0.0600200,1.0790988,1.6712227
2190,3.2641741,2.3300517,0.2612495,-2.509399,-2.170580
2191,3.5333720,1.7520687,-0.565514,-0.209710,-2.731853
2192,4.2376614,1.5274545,0.0035651,0.7953544,0.4477871
2193,4.1563804,1.4142630,0.7665405,-1.687685,2.6155631
2194,3.6891404,2.1119512,0.3880788,-2.687070,1.9854167
2195,3.4005696,2.1675977,0.1496469,-2.466448,-0.277791
2196,4.2679203,1.2866134,0.2599012,2.6208022,3.1190047
2197,4.0423599,1.3524714,-0.697104,-2.611290,-2.572722
2198,3.3124575,2.3254690,-0.577268,2.9650256,-1.021557
2199,3.1174369,2.1309086,-0.176744,1.1734013,-1.876477
2200,3.3018223,1.5041463,-0.170325,2.9597779,-0.363717
2201,2.2931910,3.0186037,0.8228773,2.6887533,0.8852532
2202,3.2498263,1.6406113,0.9157703,0.3584601,1.5614931
2203,3.3169976,1.6353036,-0.420702,-2.940003,1.4525936
2204,4.3992438,1.1938137,0.0891629,1.3497891,2.1466681
2205,3.4474275,2.0933969,0.8819459,-1.268802,-0.835382
2206,3.6481314,1.8541550,0.4527205,-1.230301,0.6922422
2207,4.2049776,1.4784260,-0.485447,-1.713004,2.6468400
2208,4.1780934,1.4868264,0.7790435,2.1924488,-1.420291
2209,3.2838263,2.2834820,0.0977494,-2.627721,1.6222535
2210,4.0776259,1.4280749,0.0063013,-2.392533,3.0281537
2211,2.8340229,2.0793576,0.5272503,-2.530027,-0.062119
2212,2.2933496,2.6289898,-0.323603,0.6568022,0.6140711
2213,2.4787445,3.1150008,0.1515888,-0.371401,-1.302335
2214,4.1600717,1.3458962,0.8346502,0.4936428,-2.966730
2215,4.0818522,1.5458582,-0.138866,-1.152958,-2.474120
2216,2.7432774,2.8454892,-0.384090,-2.190417,-2.247770
2217,3.3965544,2.1701656,-0.551789,-2.521211,-1.171954
2218,2.3269160,2.3102552,-0.640325,-2.919513,-1.182687
2219,4.1586474,1.3042768,-0.785473,0.4270811,-0.896971
2220,2.6340124,2.8990601,-0.475526,-1.990791,-2.323810
2221,4.383993,1.5136469,-0.734428,0.9803670,1.3649467
2222,3.0680361,1.6297393,-0.000361,1.7124344,3.0759712
2223,2.5491944,2.6130744,-0.126500,0.1471661,-0.264242
2224,2.2920913,2.3907124,-0.378191,-1.445627,-2.662641
2225,2.8285812,2.5677335,0.0902489,-1.619516,-0.916571
2226,3.8944081,1.3929423,0.8543043,-2.603401,-1.856843
2227,4.1146223,1.5582935,-0.728703,-0.295613,-2.635627
2228,3.2288919,1.5842089,-0.418099,-1.931444,-0.481570
2229,3.4255786,1.4820493,-0.139345,-0.504519,-0.779899
2230,3.2862069,2.2938753,0.3090184,-0.003651,0.4518631
2231,2.5600043,1.9965725,0.6222195,1.5660716,0.3050484
2232,2.3401986,3.046947,0.1924539,-0.217810,0.3706508
2233,4.2708580,1.5922526,-0.989470,-0.446026,-0.427130
2234,3.4555623,2.0916410,0.9105920,0.8202835,-1.247777
2235,3.1131364,2.2736391,-0.929936,0.7480457,-1.758321
2236,3.635801,2.2854727,0.3279458,2.3268698,0.8193212
2237,2.8114671,2.5632664,0.8794529,-2.177888,-2.380942
2238,3.6065246,1.7910941,0.6597382,-2.993949,2.7385629
2239,4.0119297,1.5143807,0.1361599,1.4532384,1.6840389
2240,4.3048972,1.4355072,-0.827626,-0.778004,-0.991394
2241,3.2898677,2.5654893,-0.872522,-2.911062,-0.732646
2242,3.5355273,1.6250232,0.4959011,-0.471699,2.9564411
2243,3.5703193,2.0959212,0.1099241,-0.629824,-0.596350
2244,3.2863069,1.5611525,-0.889911,1.8834361,-1.481447
2245,3.0891232,2.4942004,-0.378950,0.0374240,-1.439240
2246,3.2655318,1.5127851,0.2088405,-2.820529,-1.885586
2247,3.7907963,1.6584040,0.9406077,2.3454639,3.0320967
2248,2.3064985,2.6531016,-0.992295,-2.905091,0.4784829
2249,2.9901509,2.1216363,-0.005225,2.5670061,1.9772760
2250,3.3831522,1.4557839,0.4573832,2.6873539,-1.916765
2251,3.5616100,1.4100140,-0.446321,0.0782584,0.4389073
2252,3.9883975,1.6465301,0.0692501,1.6938160,-0.803014
2253,3.1295277,1.9696496,-0.559758,1.8587575,-0.365697
2254,3.6161121,1.8310392,-0.990127,-1.650219,-0.494259
2255,4.1725885,1.3605478,0.8606285,-0.546066,-0.279732
